effort_id,n_items,strip_width_m,speed_knots,year,month,station_id,lat_station,lon_station,region,duration_h,area_km2,density_km2
0018-MS00110_TR12_135_LIT,1,5.0,5.8,2021,7,0018-MS00110_TR12,38.934759,9.515226699,Sardegna,0.0,0.0,
0018-MS00110_TR12_136_LIT,2,5.0,5.8,2021,7,0018-MS00110_TR12,38.934759,9.515226699,Sardegna,0.0,0.0,
0018-MS00110_TR12_137_LIT,1,5.0,5.8,2021,7,0018-MS00110_TR12,38.934759,9.515226699,Sardegna,0.0,0.0,
0018-MS00110_TR12_138_LIT,1,5.0,5.8,2021,7,0018-MS00110_TR12,38.934759,9.515226699,Sardegna,0.0,0.0,
0018-MS00110_TR12_161_LIT,2,5.0,7.4,2021,10,0018-MS00110_TR12,38.934759,9.515226699,Sardegna,0.0,0.0,
0018-MS00110_TR12_162_LIT,1,5.0,7.4,2021,10,0018-MS00110_TR12,38.934759,9.515226699,Sardegna,0.0,0.0,
0018-MS00110_TR12_191_TR,2,5.0,6.0,2021,12,0018-MS00110_TR12,38.934759,9.515226699,Sardegna,0.0,0.0,
0018-MS00110_TR12_192_TR,1,5.0,6.0,2021,12,0018-MS00110_TR12,38.934759,9.515226699,Sardegna,0.0,0.0,
0018-MS00110_TR12_193_TR,1,5.0,6.0,2021,12,0018-MS00110_TR12,38.934759,9.515226699,Sardegna,0.0,0.0,
0018-MS00110_TR12_194_TR,1,5.0,6.0,2021,12,0018-MS00110_TR12,38.934759,9.515226699,Sardegna,0.0,0.0,
0018-MS00110_TR12_195_TR,1,5.0,6.0,2021,12,0018-MS00110_TR12,38.934759,9.515226699,Sardegna,0.0,0.0,
0018-MS00110_TR12_238_LIT,1,5.0,8.0,2022,5,0018-MS00110_TR12,38.934759,9.5152267,Sardegna,0.0,0.0,
0018-MS00110_TR12_239_LIT,2,5.0,8.0,2022,5,0018-MS00110_TR12,38.934759,9.5152267,Sardegna,0.0,0.0,
0018-MS00110_TR12_240_LIT,1,5.0,8.0,2022,5,0018-MS00110_TR12,38.934759,9.5152267,Sardegna,0.0,0.0,
0018-MS00110_TR12_241_LIT,1,5.0,8.0,2022,5,0018-MS00110_TR12,38.934759,9.5152267,Sardegna,0.0,0.0,
0018-MS00110_TR12_242_LIT,1,5.0,8.0,2022,5,0018-MS00110_TR12,38.934759,9.5152267,Sardegna,0.0,0.0,
0018-MS00110_TR12_282_Lit,1,5.0,7.0,2022,7,0018-MS00110_TR12,38.934759,9.5152267,Sardegna,0.0,0.0,
0018-MS00110_TR12_283_Lit,1,5.0,7.0,2022,7,0018-MS00110_TR12,38.934759,9.5152267,Sardegna,0.0,0.0,
0018-MS00110_TR12_284_Lit,1,5.0,7.0,2022,7,0018-MS00110_TR12,38.934759,9.5152267,Sardegna,0.0,0.0,
0018-MS00110_TR12_285_Lit,1,5.0,7.0,2022,7,0018-MS00110_TR12,38.934759,9.5152267,Sardegna,0.0,0.0,
0018-MS00110_TR12_286_Lit,1,5.0,7.0,2022,7,0018-MS00110_TR12,38.934759,9.5152267,Sardegna,0.0,0.0,
0018-MS00110_TR12_287_Lit,1,5.0,7.0,2022,7,0018-MS00110_TR12,38.934759,9.5152267,Sardegna,0.0,0.0,
0018-MS00110_TR12_288_Lit,1,5.0,7.0,2022,7,0018-MS00110_TR12,38.934759,9.5152267,Sardegna,0.0,0.0,
0018-MS00110_TR12_328_LIT,1,5.0,5.5,2022,11,0018-MS00110_TR12,38.934759,9.5152267,Sardegna,0.0,0.0,
0018-MS00110_TR12_329_LIT,1,5.0,5.5,2022,11,0018-MS00110_TR12,38.934759,9.5152267,Sardegna,0.0,0.0,
0018-MS00110_TR12_330_LIT,1,5.0,5.5,2022,11,0018-MS00110_TR12,38.934759,9.5152267,Sardegna,0.0,0.0,
0018-MS00110_TR12_331_LIT,1,5.0,5.5,2022,11,0018-MS00110_TR12,38.934759,9.5152267,Sardegna,0.0,0.0,
0018-MS00110_TR12_332_LIT,1,5.0,5.5,2022,11,0018-MS00110_TR12,38.934759,9.5152267,Sardegna,0.0,0.0,
0018-MS00110_TR12_333_LIT,1,5.0,5.5,2022,11,0018-MS00110_TR12,38.934759,9.5152267,Sardegna,0.0,0.0,
0018-MS00110_TR12_334_LIT,1,5.0,5.5,2022,11,0018-MS00110_TR12,38.934759,9.5152267,Sardegna,0.0,0.0,
0018-MS00110_TR12_335_LIT,1,5.0,5.5,2022,11,0018-MS00110_TR12,38.934759,9.5152267,Sardegna,0.0,0.0,
0018-MS00110_TR12_336_LIT,1,5.0,5.5,2022,11,0018-MS00110_TR12,38.934759,9.5152267,Sardegna,0.0,0.0,
0018-MS00110_TR12_352_LIT,2,27.5,6.15,2023,3,0018-MS00110_TR12,38.934759,9.5152267,Sardegna,1.25,0.391524375,5.108238791007585
0018-MS00110_TR12_353_LIT,1,5.0,6.5,2023,3,0018-MS00110_TR12,38.934759,9.5152267,Sardegna,0.0,0.0,
0018-MS00110_TR12_355_LIT,1,5.0,6.5,2023,3,0018-MS00110_TR12,38.934759,9.5152267,Sardegna,0.0,0.0,
0018-MS00110_TR12_419_BEG,1,,,2023,9,0018-MS00110_TR12,38.934759,9.5152267,Sardegna,0.0,,
0018-MS00110_TR12_420_LIT,1,5.0,6.0,2023,9,0018-MS00110_TR12,38.934759,9.5152267,Sardegna,0.0,0.0,
0018-MS00110_TR12_421_LIT,1,5.0,6.0,2023,9,0018-MS00110_TR12,38.934759,9.5152267,Sardegna,0.0,0.0,
0018-MS00110_TR12_422_LIT,1,5.0,6.0,2023,9,0018-MS00110_TR12,38.934759,9.5152267,Sardegna,0.0,0.0,
0018-MS00110_TR12_424_LIT,1,5.0,6.0,2023,9,0018-MS00110_TR12,38.934759,9.5152267,Sardegna,0.0,0.0,
0018-MS00110_TR12_425_LIT,1,5.0,6.0,2023,9,0018-MS00110_TR12,38.934759,9.5152267,Sardegna,0.0,0.0,
0018-MS00110_TR12_427_LIT,1,5.0,6.0,2023,9,0018-MS00110_TR12,38.934759,9.5152267,Sardegna,0.0,0.0,
0018-MS00110_TR12_428_LIT,1,5.0,6.0,2023,9,0018-MS00110_TR12,38.934759,9.5152267,Sardegna,0.0,0.0,
0018-MS00110_TR12_429_LIT,1,5.0,6.0,2023,9,0018-MS00110_TR12,38.934759,9.5152267,Sardegna,0.0,0.0,
0018-MS00110_TR12_430_LIT,1,5.0,6.0,2023,9,0018-MS00110_TR12,38.934759,9.5152267,Sardegna,0.0,0.0,
0018-MS00110_TR12_431_LIT,1,5.0,6.0,2023,9,0018-MS00110_TR12,38.934759,9.5152267,Sardegna,0.0,0.0,
0018-MS00110_TR12_435_END,1,,,2023,9,0018-MS00110_TR12,38.934759,9.5152267,Sardegna,0.0,,
0018-MS00110_TR12_79_LIT,1,5.0,6.0,2021,2,0018-MS00110_TR12,38.934759,9.515226699,Sardegna,0.0,0.0,
0018-MS00110_TR12_80_LIT,1,5.0,6.0,2021,2,0018-MS00110_TR12,38.934759,9.515226699,Sardegna,0.0,0.0,
0018-MS00110_TR12_81_LIT,1,5.0,6.0,2021,2,0018-MS00110_TR12,38.934759,9.515226699,Sardegna,0.0,0.0,
0018-MS00110_TR12_82_LIT,1,5.0,6.0,2021,2,0018-MS00110_TR12,38.934759,9.515226699,Sardegna,0.0,0.0,
0018-MS00110_TR12_83_LIT,1,5.0,6.0,2021,2,0018-MS00110_TR12,38.934759,9.515226699,Sardegna,0.0,0.0,
004-MS00200_TR06_96_LIT,1,5.0,6.0,2021,3,0004-MS00200_TR06,39.12184,9.22315355,Sardegna,0.0,0.0,
004-MS00200_TR12_85_LIT,1,5.0,6.0,2021,3,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
004-MS00200_TR12_86_LIT,1,5.0,6.0,2021,3,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
004-MS00200_TR12_87_LIT,1,5.0,6.0,2021,3,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
004-MS00200_TR12_88_LIT,1,5.0,6.0,2021,3,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
004-MS00200_TR12_90_LIT,1,5.0,6.0,2021,3,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
004-MS00200_TR12_93_LIT,1,5.0,6.0,2021,3,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
004-MS00200_TR12_94_LIT,1,5.0,6.0,2021,3,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
004-MS00200_TR12_95_LIT,1,5.0,6.0,2021,3,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
0073-MS00370_TR06_650_LIT,1,5.0,8.0,2021,4,0073-MS00370_TR06,39.950342,9.815153906,Sardegna,0.0,0.0,
0073-MS00370_TR06_651_LIT,1,5.0,8.0,2021,4,0073-MS00370_TR06,39.950342,9.815153906,Sardegna,0.0,0.0,
0073-MS00370_TR06_652_LIT,1,5.0,8.0,2021,4,0073-MS00370_TR06,39.950342,9.815153906,Sardegna,0.0,0.0,
0073-MS00370_TR06_653_LIT,1,5.0,8.0,2021,4,0073-MS00370_TR06,39.950342,9.815153906,Sardegna,0.0,0.0,
0073-MS00370_TR06_654_LIT,1,5.0,8.0,2021,4,0073-MS00370_TR06,39.950342,9.815153906,Sardegna,0.0,0.0,
0073-MS00370_TR06_701_LIT,1,5.0,8.0,2021,7,0073-MS00370_TR06,39.950342,9.815153906,Sardegna,0.0,0.0,
0073-MS00370_TR06_702_LIT,1,5.0,8.0,2021,7,0073-MS00370_TR06,39.950342,9.815153906,Sardegna,0.0,0.0,
0073-MS00370_TR06_703_LIT,1,5.0,8.0,2021,7,0073-MS00370_TR06,39.950342,9.815153906,Sardegna,0.0,0.0,
0073-MS00370_TR06_704_LIT,1,5.0,8.0,2021,7,0073-MS00370_TR06,39.950342,9.815153906,Sardegna,0.0,0.0,
0073-MS00370_TR06_709_LIT,1,5.0,8.0,2021,12,0073-MS00370_TR06,39.950342,9.815153906,Sardegna,0.0,0.0,
0073-MS00370_TR06_744_LIT,1,,8.0,2022,3,0073-MS00370_TR06,39.950342,9.81515391,Sardegna,0.0,,
0073-MS00370_TR06_758_Lit,1,5.0,8.0,2022,7,0073-MS00370_TR06,39.9503424,9.81515391,Sardegna,0.0,0.0,
0073-MS00370_TR06_759_Lit,1,5.0,8.0,2022,7,0073-MS00370_TR06,39.9503424,9.81515391,Sardegna,0.0,0.0,
0073-MS00370_TR06_760_Lit,1,5.0,8.0,2022,7,0073-MS00370_TR06,39.9503424,9.81515391,Sardegna,0.0,0.0,
0073-MS00370_TR06_761_Lit,1,5.0,8.0,2022,7,0073-MS00370_TR06,39.9503424,9.81515391,Sardegna,0.0,0.0,
0073-MS00370_TR06_762_Lit,1,5.0,8.0,2022,7,0073-MS00370_TR06,39.9503424,9.81515391,Sardegna,0.0,0.0,
0073-MS00370_TR06_T778_Lit,1,5.0,8.0,2023,2,0073-MS00370,,,,0.0,0.0,
0073-MS00370_TR06_T779_Lit,1,5.0,8.0,2023,2,0073-MS00370,,,,0.0,0.0,
0073-MS00370_TR06_T780_Lit,1,5.0,8.0,2023,2,0073-MS00370,,,,0.0,0.0,
0073-MS00370_TR06_T846_LIT,1,5.0,8.0,2023,3,0073-MS00370_TR06,39.9503424,9.81515391,Sardegna,0.0,0.0,
0073-MS00370_TR06_T944_LIT,1,50.0,8.0,2023,5,0073-MS00370_TR06,39.9503424,9.81515391,Sardegna,0.0,0.0,
0073-MS00370_TR06_T946_LIT,1,50.0,8.0,2023,5,0073-MS00370_TR06,39.9503424,9.81515391,Sardegna,0.0,0.0,
0073-MS00370_TR06_T947_LIT,1,50.0,8.0,2023,5,0073-MS00370_TR06,39.9503424,9.81515391,Sardegna,0.0,0.0,
0073-MS00370_TR12_212_LIT,1,5.0,8.0,2022,3,0018-MS00110_TR12,38.934759,9.5152267,Sardegna,0.0,0.0,
0073-MS00370_TR12_213_LIT,1,5.0,8.0,2022,3,0018-MS00110_TR12,38.934759,9.5152267,Sardegna,0.0,0.0,
0073-MS00370_TR12_214_LIT,1,5.0,8.0,2022,3,0018-MS00110_TR12,38.934759,9.5152267,Sardegna,0.0,0.0,
0073-MS00370_TR12_624_LIT,1,5.0,8.0,2021,4,0073-MS00370_TR12,39.950543,9.944859824,Sardegna,0.0,0.0,
0073-MS00370_TR12_626_LIT,1,5.0,8.0,2021,4,0073-MS00370_TR12,39.950543,9.944859824,Sardegna,0.0,0.0,
0073-MS00370_TR12_627_LIT,1,5.0,8.0,2021,4,0073-MS00370_TR12,39.950543,9.944859824,Sardegna,0.0,0.0,
0073-MS00370_TR12_628_LIT,1,5.0,8.0,2021,4,0073-MS00370_TR12,39.950543,9.944859824,Sardegna,0.0,0.0,
0073-MS00370_TR12_630_LIT,1,5.0,8.0,2021,4,0073-MS00370_TR12,39.950543,9.944859824,Sardegna,0.0,0.0,
0073-MS00370_TR12_631_LIT,1,5.0,8.0,2021,4,0073-MS00370_TR12,39.950543,9.944859824,Sardegna,0.0,0.0,
0073-MS00370_TR12_635_LIT,1,5.0,8.0,2021,4,0073-MS00370_TR12,39.950543,9.944859824,Sardegna,0.0,0.0,
0073-MS00370_TR12_636_LIT,1,5.0,8.0,2021,4,0073-MS00370_TR12,39.950543,9.944859824,Sardegna,0.0,0.0,
0073-MS00370_TR12_639_LIT,1,5.0,8.0,2021,4,0073-MS00370_TR12,39.950543,9.944859824,Sardegna,0.0,0.0,
0073-MS00370_TR12_640_LIT,1,5.0,8.0,2021,4,0073-MS00370_TR12,39.950543,9.944859824,Sardegna,0.0,0.0,
0073-MS00370_TR12_642_LIT,1,5.0,8.0,2021,4,0073-MS00370_TR12,39.950543,9.944859824,Sardegna,0.0,0.0,
0073-MS00370_TR12_646_LIT,1,5.0,8.0,2021,4,0073-MS00370_TR12,39.950543,9.944859824,Sardegna,0.0,0.0,
0073-MS00370_TR12_648_LIT,1,5.0,8.0,2021,4,0073-MS00370_TR12,39.950543,9.944859824,Sardegna,0.0,0.0,
0073-MS00370_TR12_664_LIT,1,5.0,8.0,2021,6,0073-MS00370_TR12,39.950543,9.944859824,Sardegna,0.0,0.0,
0073-MS00370_TR12_665_LIT,1,5.0,8.0,2021,6,0073-MS00370_TR12,39.950543,9.944859824,Sardegna,0.0,0.0,
0073-MS00370_TR12_666_LIT,1,5.0,8.0,2021,6,0073-MS00370_TR12,39.950543,9.944859824,Sardegna,0.0,0.0,
0073-MS00370_TR12_667_LIT,1,5.0,8.0,2021,6,0073-MS00370_TR12,39.950543,9.944859824,Sardegna,0.0,0.0,
0073-MS00370_TR12_668_LIT,1,5.0,8.0,2021,6,0073-MS00370_TR12,39.950543,9.944859824,Sardegna,0.0,0.0,
0073-MS00370_TR12_669_LIT,1,5.0,8.0,2021,6,0073-MS00370_TR12,39.950543,9.944859824,Sardegna,0.0,0.0,
0073-MS00370_TR12_671_LIT,1,5.0,8.0,2021,6,0073-MS00370_TR12,39.950543,9.944859824,Sardegna,0.0,0.0,
0073-MS00370_TR12_672_LIT,1,5.0,8.0,2021,6,0073-MS00370_TR12,39.950543,9.944859824,Sardegna,0.0,0.0,
0073-MS00370_TR12_673_LIT,1,5.0,8.0,2021,6,0073-MS00370_TR12,39.950543,9.944859824,Sardegna,0.0,0.0,
0073-MS00370_TR12_674_LIT,1,5.0,8.0,2021,6,0073-MS00370_TR12,39.950543,9.944859824,Sardegna,0.0,0.0,
0073-MS00370_TR12_675_LIT,1,5.0,8.0,2021,6,0073-MS00370_TR12,39.950543,9.944859824,Sardegna,0.0,0.0,
0073-MS00370_TR12_676_LIT,1,5.0,8.0,2021,6,0073-MS00370_TR12,39.950543,9.944859824,Sardegna,0.0,0.0,
0073-MS00370_TR12_677_LIT,1,5.0,8.0,2021,6,0073-MS00370_TR12,39.950543,9.944859824,Sardegna,0.0,0.0,
0073-MS00370_TR12_678_LIT,1,5.0,8.0,2021,6,0073-MS00370_TR12,39.950543,9.944859824,Sardegna,0.0,0.0,
0073-MS00370_TR12_679_LIT,1,5.0,8.0,2021,6,0073-MS00370_TR12,39.950543,9.944859824,Sardegna,0.0,0.0,
0073-MS00370_TR12_680_LIT,1,5.0,8.0,2021,6,0073-MS00370_TR12,39.950543,9.944859824,Sardegna,0.0,0.0,
0073-MS00370_TR12_681_LIT,1,5.0,8.0,2021,6,0073-MS00370_TR12,39.950543,9.944859824,Sardegna,0.0,0.0,
0073-MS00370_TR12_682_LIT,1,5.0,8.0,2021,6,0073-MS00370_TR12,39.950543,9.944859824,Sardegna,0.0,0.0,
0073-MS00370_TR12_683_LIT,1,5.0,8.0,2021,6,0073-MS00370_TR12,39.950543,9.944859824,Sardegna,0.0,0.0,
0073-MS00370_TR12_684_LIT,1,5.0,8.0,2021,6,0073-MS00370_TR12,39.950543,9.944859824,Sardegna,0.0,0.0,
0073-MS00370_TR12_690_LIT,1,5.0,8.0,2021,12,0073-MS00370_TR12,39.950543,9.944859824,Sardegna,0.0,0.0,
0073-MS00370_TR12_695_LIT,1,5.0,8.0,2021,7,0073-MS00370_TR12,39.950543,9.944859824,Sardegna,0.0,0.0,
0073-MS00370_TR12_696_LIT,1,5.0,8.0,2021,7,0073-MS00370_TR12,39.950543,9.944859824,Sardegna,0.0,0.0,
0073-MS00370_TR12_697_LIT,1,5.0,8.0,2021,7,0073-MS00370_TR12,39.950543,9.944859824,Sardegna,0.0,0.0,
0073-MS00370_TR12_698_LIT,1,5.0,8.0,2021,7,0073-MS00370_TR12,39.950543,9.944859824,Sardegna,0.0,0.0,
0073-MS00370_TR12_699_LIT,1,5.0,8.0,2021,7,0073-MS00370_TR12,39.950543,9.944859824,Sardegna,0.0,0.0,
0073-MS00370_TR12_700_LIT,1,5.0,8.0,2021,7,0073-MS00370_TR12,39.950543,9.944859824,Sardegna,0.0,0.0,
0073-MS00370_TR12_712_LIT,1,5.0,8.0,2022,1,0073-MS00370_TR12,39.950543,9.94485982,Sardegna,0.0,0.0,
0073-MS00370_TR12_713_LIT,1,5.0,8.0,2022,1,0073-MS00370_TR12,39.950543,9.94485982,Sardegna,0.0,0.0,
0073-MS00370_TR12_714_LIT,1,5.0,8.0,2022,1,0073-MS00370_TR12,39.950543,9.94485982,Sardegna,0.0,0.0,
0073-MS00370_TR12_715_LIT,1,5.0,8.0,2022,1,0073-MS00370_TR12,39.950543,9.94485982,Sardegna,0.0,0.0,
0073-MS00370_TR12_716_LIT,1,5.0,8.0,2022,1,0073-MS00370_TR12,39.950543,9.94485982,Sardegna,0.0,0.0,
0073-MS00370_TR12_717_LIT,1,5.0,8.0,2022,1,0073-MS00370_TR12,39.950543,9.94485982,Sardegna,0.0,0.0,
0073-MS00370_TR12_718_LIT,1,5.0,8.0,2022,1,0073-MS00370_TR12,39.950543,9.94485982,Sardegna,0.0,0.0,
0073-MS00370_TR12_719_LIT,1,5.0,8.0,2022,1,0073-MS00370_TR12,39.950543,9.94485982,Sardegna,0.0,0.0,
0073-MS00370_TR12_720_LIT,1,5.0,8.0,2022,1,0073-MS00370_TR12,39.950543,9.94485982,Sardegna,0.0,0.0,
0073-MS00370_TR12_721_LIT,1,5.0,8.0,2022,1,0073-MS00370_TR12,39.950543,9.94485982,Sardegna,0.0,0.0,
0073-MS00370_TR12_722_LIT,1,5.0,8.0,2022,1,0073-MS00370_TR12,39.950543,9.94485982,Sardegna,0.0,0.0,
0073-MS00370_TR12_728_LIT,1,,8.0,2022,3,0073-MS00370_TR12,39.950543,9.94485982,Sardegna,0.0,,
0073-MS00370_TR12_731_LIT,1,,8.0,2022,3,0073-MS00370_TR12,39.950543,9.94485982,Sardegna,0.0,,
0073-MS00370_TR12_732_LIT,1,,8.0,2022,3,0073-MS00370_TR12,39.950543,9.94485982,Sardegna,0.0,,
0073-MS00370_TR12_733_LIT,1,,8.0,2022,3,0073-MS00370_TR12,39.950543,9.94485982,Sardegna,0.0,,
0073-MS00370_TR12_734_LIT,1,,8.0,2022,3,0073-MS00370_TR12,39.950543,9.94485982,Sardegna,0.0,,
0073-MS00370_TR12_735_LIT,1,,8.0,2022,3,0073-MS00370_TR12,39.950543,9.94485982,Sardegna,0.0,,
0073-MS00370_TR12_737_LIT,1,,8.0,2022,3,0073-MS00370_TR12,39.950543,9.94485982,Sardegna,0.0,,
0073-MS00370_TR12_738_LIT,1,,8.0,2022,3,0073-MS00370_TR12,39.950543,9.94485982,Sardegna,0.0,,
0073-MS00370_TR12_741_LIT,1,,8.0,2022,3,0073-MS00370_TR12,39.950543,9.94485982,Sardegna,0.0,,
0073-MS00370_TR12_742_LIT,2,,8.0,2022,3,0073-MS00370_TR12,39.950543,9.94485982,Sardegna,0.0,,
0073-MS00370_TR12_743_LIT,1,,8.0,2022,3,0073-MS00370_TR12,39.950543,9.94485982,Sardegna,0.0,,
0073-MS00370_TR12_747_Lit,1,5.0,8.0,2022,7,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,0.0,
0073-MS00370_TR12_748_Lit,1,5.0,8.0,2022,7,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,0.0,
0073-MS00370_TR12_749_Lit,1,5.0,8.0,2022,7,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,0.0,
0073-MS00370_TR12_750_Lit,1,5.0,8.0,2022,7,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,0.0,
0073-MS00370_TR12_751_Lit,1,5.0,8.0,2022,7,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,0.0,
0073-MS00370_TR12_752_Lit,1,5.0,8.0,2022,7,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,0.0,
0073-MS00370_TR12_753_Lit,1,5.0,8.0,2022,7,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,0.0,
0073-MS00370_TR12_754_Lit,1,5.0,8.0,2022,7,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,0.0,
0073-MS00370_TR12_755_Lit,1,5.0,8.0,2022,7,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,0.0,
0073-MS00370_TR12_756_Lit,1,5.0,8.0,2022,7,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,0.0,
0073-MS00370_TR12_757_Lit,1,5.0,8.0,2022,7,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,0.0,
0073-MS00370_TR12_BEG,1,,,2023,7,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,,
0073-MS00370_TR12_END,1,,,2023,7,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,,
0073-MS00370_TR12_T769_LIT,1,5.0,8.0,2022,11,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,0.0,
0073-MS00370_TR12_T772_Lit,1,5.0,8.0,2023,2,0073-MS00370,,,,0.0,0.0,
0073-MS00370_TR12_T773_Lit,1,5.0,8.0,2023,2,0073-MS00370,,,,0.0,0.0,
0073-MS00370_TR12_T774_Lit,1,5.0,8.0,2023,2,0073-MS00370,,,,0.0,0.0,
0073-MS00370_TR12_T775_Lit,1,5.0,8.0,2023,2,0073-MS00370,,,,0.0,0.0,
0073-MS00370_TR12_T776_Lit,1,5.0,8.0,2023,2,0073-MS00370,,,,0.0,0.0,
0073-MS00370_TR12_T777_Lit,1,5.0,8.0,2023,2,0073-MS00370,,,,0.0,0.0,
0073-MS00370_TR12_T781_LIT,1,5.0,8.0,2023,3,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,0.0,
0073-MS00370_TR12_T782_LIT,1,5.0,8.0,2023,3,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,0.0,
0073-MS00370_TR12_T783_LIT,1,5.0,8.0,2023,3,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,0.0,
0073-MS00370_TR12_T784_LIT,1,5.0,8.0,2023,3,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,0.0,
0073-MS00370_TR12_T785_LIT,1,5.0,8.0,2023,3,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,0.0,
0073-MS00370_TR12_T800_LIT,1,5.0,8.0,2023,3,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,0.0,
0073-MS00370_TR12_T809_LIT,1,5.0,8.0,2023,3,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,0.0,
0073-MS00370_TR12_T811_LIT,1,5.0,8.0,2023,3,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,0.0,
0073-MS00370_TR12_T813_LIT,1,5.0,8.0,2023,3,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,0.0,
0073-MS00370_TR12_T817_LIT,1,5.0,8.0,2023,3,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,0.0,
0073-MS00370_TR12_T818_LIT,1,5.0,8.0,2023,3,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,0.0,
0073-MS00370_TR12_T819_LIT,1,5.0,8.0,2023,3,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,0.0,
0073-MS00370_TR12_T822_LIT,1,5.0,8.0,2023,3,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,0.0,
0073-MS00370_TR12_T825_LIT,1,5.0,8.0,2023,3,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,0.0,
0073-MS00370_TR12_T912_LIT,1,50.0,8.0,2023,5,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,0.0,
0073-MS00370_TR12_T920_LIT,1,50.0,8.0,2023,5,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,0.0,
0073-MS00370_TR12_T930_LIT,1,50.0,8.0,2023,5,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,0.0,
0073-MS00370_TR12_T931_LIT,1,50.0,8.0,2023,5,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,0.0,
0073-MS00370_TR12_T936_LIT,1,50.0,8.0,2023,5,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,0.0,
0073-MS00370_TR12_T937_LIT,1,50.0,8.0,2023,5,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,0.0,
0073-MS00370_TR12_T938_LIT,1,50.0,8.0,2023,5,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,0.0,
0073-MS00370_TR12_T939_LIT,1,50.0,8.0,2023,5,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,0.0,
0073-MS00370_TR12_T940_LIT,1,50.0,8.0,2023,5,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,0.0,
0073-MS00370_TR12_T942_LIT,1,50.0,8.0,2023,5,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,0.0,
0073-MS00370_TR12_T943_LIT,1,50.0,8.0,2023,5,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,0.0,
0073-MS00370_TR12_T947_LIT,1,50.0,8.0,2023,7,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,0.0,
0073-MS00370_TR12_T948_LIT,1,50.0,8.0,2023,7,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,0.0,
0073-MS00370_TR12_T949_LIT,1,50.0,8.0,2023,7,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,0.0,
0073-MS00370_TR12_T950_LIT,2,50.0,8.0,2023,7,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,0.0,
0073-MS00370_TR12_T951_LIT,1,50.0,8.0,2023,7,0073-MS00370_TR12,39.9505426,9.94485983,Sardegna,0.0,0.0,
